"","Terms","Counts","GeneRatio","BgRatio","pValue","FDR","foldEnrichment","geneID","geneSymbol","Category"
"1","GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process",407,"407/12222","437/18348",3.81841836597807e-41,2.46364352972905e-37,1.39816821300225,"ENSG00000143476/ENSG00000173334/ENSG00000107566/ENSG00000099364/ENSG00000175063/ENSG00000078747/ENSG00000117399/ENSG00000111885/ENSG00000166851/ENSG00000153558/ENSG00000153561/ENSG00000138942/ENSG00000198252/ENSG00000100897/ENSG00000171100/ENSG00000113851/ENSG00000168078/ENSG00000100379/ENSG00000077232/ENSG00000187866/ENSG00000118193/ENSG00000174010/ENSG00000213923/ENSG00000119318/ENSG00000162378/ENSG00000001084/ENSG00000134109/ENSG00000174943/ENSG00000128590/ENSG00000137393/ENSG00000197170/ENSG00000165516/ENSG00000163602/ENSG00000144357/ENSG00000162063/ENSG00000162298/ENSG00000137273/ENSG00000155034/ENSG00000172046/ENSG00000077721/ENSG00000092148/ENSG00000163636/ENSG00000112234/ENSG00000164953/ENSG00000180901/ENSG00000181788/ENSG00000109332/ENSG00000103264/ENSG00000055130/ENSG00000123159/ENSG00000087586/ENSG00000151692/ENSG00000120885/ENSG00000166963/ENSG00000129993/ENSG00000077463/ENSG00000110906/ENSG00000137414/ENSG00000108106/ENSG00000139174/ENSG00000100418/ENSG00000154277/ENSG00000178381/ENSG00000111671/ENSG00000078140/ENSG00000005812/ENSG00000245848/ENSG00000106803/ENSG00000125818/ENSG00000103126/ENSG00000130311/ENSG00000116044/ENSG00000127585/ENSG00000140543/ENSG00000136986/ENSG00000147475/ENSG00000188811/ENSG00000103671/ENSG00000096384/ENSG00000141034/ENSG00000105723/ENSG00000008018/ENSG00000100567/ENSG00000116288/ENSG00000104691/ENSG00000153107/ENSG00000123124/ENSG00000161057/ENSG00000014123/ENSG00000180233/ENSG00000187566/ENSG00000198742/ENSG00000137033/ENSG00000141551/ENSG00000087448/ENSG00000142208/ENSG00000164690/ENSG00000165355/ENSG00000239305/ENSG00000018408/ENSG00000121067/ENSG00000109670/ENSG00000116663/ENSG00000140464/ENSG00000159461/ENSG00000071537/ENSG00000164897/ENSG00000135506/ENSG00000146373/ENSG00000063978/ENSG00000024048/ENSG00000197579/ENSG00000051108/ENSG00000120696/ENSG00000108854/ENSG00000163527/ENSG00000173163/ENSG00000096717/ENSG00000197776/ENSG00000107404/ENSG00000116030/ENSG00000133794/ENSG00000166295/ENSG00000132388/ENSG00000162543/ENSG00000158062/ENSG00000169018/ENSG00000177479/ENSG00000147162/ENSG00000100325/ENSG00000135722/ENSG00000135018/ENSG00000078061/ENSG00000143207/ENSG00000145780/ENSG00000170633/ENSG00000198961/ENSG00000138686/ENSG00000172985/ENSG00000053900/ENSG00000182446/ENSG00000198373/ENSG00000145506/ENSG00000164162/ENSG00000188021/ENSG00000136930/ENSG00000068903/ENSG00000164292/ENSG00000179218/ENSG00000125826/ENSG00000186187/ENSG00000196510/ENSG00000123374/ENSG00000164197/ENSG00000066427/ENSG00000137055/ENSG00000176386/ENSG00000001629/ENSG00000078304/ENSG00000158941/ENSG00000146872/ENSG00000104695/ENSG00000118564/ENSG00000135924/ENSG00000176248/ENSG00000099804/ENSG00000124486/ENSG00000105974/ENSG00000174842/ENSG00000147677/ENSG00000171150/ENSG00000198833/ENSG00000163516/ENSG00000079999/ENSG00000188612/ENSG00000154447/ENSG00000204977/ENSG00000168591/ENSG00000141965/ENSG00000159069/ENSG00000135334/ENSG00000160803/ENSG00000143106/ENSG00000165280/ENSG00000165916/ENSG00000144224/ENSG00000137575/ENSG00000101843/ENSG00000100350/ENSG00000137522/ENSG00000090316/ENSG00000110330/ENSG00000158552/ENSG00000269190/ENSG00000165572/ENSG00000163960/ENSG00000130939/ENSG00000177628/ENSG00000108588/ENSG00000185825/ENSG00000173473/ENSG00000110344/ENSG00000116661/ENSG00000142507/ENSG00000153071/ENSG00000204308/ENSG00000070423/ENSG00000124702/ENSG00000198862/ENSG00000100764/ENSG00000010704/ENSG00000139842/ENSG00000115266/ENSG00000166266/ENSG00000184787/ENSG00000175166/ENSG00000128607/ENSG00000167196/ENSG00000163743/ENSG00000141552/ENSG00000168159/ENSG00000116406/ENSG00000161243/ENSG00000204628/ENSG00000100519/ENSG00000071575/ENSG00000162191/ENSG00000121060/ENSG00000126067/ENSG00000145868/ENSG00000076321/ENSG00000129055/ENSG00000146535/ENSG00000116514/ENSG00000133612/ENSG00000108344/ENSG00000112146/ENSG00000103266/ENSG00000166598/ENSG00000145743/ENSG00000110429/ENSG00000175197/ENSG00000115307/ENSG00000100387/ENSG00000151743/ENSG00000034677/ENSG00000011275/ENSG00000164615/ENSG00000072803/ENSG00000133265/ENSG00000214655/ENSG00000187555/ENSG00000198087/ENSG00000130706/ENSG00000204599/ENSG00000145604/ENSG00000111667/ENSG00000092871/ENSG00000110171/ENSG00000215114/ENSG00000174989/ENSG00000119048/ENSG00000112343/ENSG00000082898/ENSG00000198171/ENSG00000103429/ENSG00000147133/ENSG00000101849/ENSG00000116750/ENSG00000168036/ENSG00000113558/ENSG00000156381/ENSG00000197329/ENSG00000180008/ENSG00000105373/ENSG00000204388/ENSG00000189283/ENSG00000136813/ENSG00000072609/ENSG00000036257/ENSG00000182325/ENSG00000179262/ENSG00000099910/ENSG00000130177/ENSG00000179526/ENSG00000044574/ENSG00000115233/ENSG00000165949/ENSG00000033800/ENSG00000101182/ENSG00000160087/ENSG00000134852/ENSG00000167962/ENSG00000109654/ENSG00000196470/ENSG00000112249/ENSG00000105341/ENSG00000197111/ENSG00000004897/ENSG00000108094/ENSG00000204389/ENSG00000135679/ENSG00000277791/ENSG00000142676/ENSG00000273841/ENSG00000151876/ENSG00000159459/ENSG00000131171/ENSG00000100991/ENSG00000095787/ENSG00000186591/ENSG00000107829/ENSG00000050130/ENSG00000198168/ENSG00000013561/ENSG00000050748/ENSG00000159377/ENSG00000126107/ENSG00000168936/ENSG00000107872/ENSG00000159352/ENSG00000101665/ENSG00000185345/ENSG00000145916/ENSG00000188906/ENSG00000171823/ENSG00000129084/ENSG00000162923/ENSG00000104343/ENSG00000127452/ENSG00000101557/ENSG00000068912/ENSG00000118420/ENSG00000132879/ENSG00000165525/ENSG00000177565/ENSG00000109501/ENSG00000070010/ENSG00000144228/ENSG00000104969/ENSG00000171621/ENSG00000072849/ENSG00000109079/ENSG00000173846/ENSG00000153827/ENSG00000113194/ENSG00000080815/ENSG00000100902/ENSG00000113712/ENSG00000013275/ENSG00000127022/ENSG00000049759/ENSG00000088833/ENSG00000141480/ENSG00000198876/ENSG00000185104/ENSG00000082701/ENSG00000185627/ENSG00000013374/ENSG00000167986/ENSG00000129292/ENSG00000172977/ENSG00000099341/ENSG00000153132/ENSG00000166233/ENSG00000110200/ENSG00000076604/ENSG00000180667/ENSG00000089053/ENSG00000166170/ENSG00000108306/ENSG00000168646/ENSG00000100628/ENSG00000131871/ENSG00000114098/ENSG00000183580/ENSG00000101255/ENSG00000088298/ENSG00000108671/ENSG00000137486/ENSG00000177239/ENSG00000133874/ENSG00000005486/ENSG00000103363/ENSG00000167977/ENSG00000102921/ENSG00000182979/ENSG00000204463/ENSG00000174013/ENSG00000081154/ENSG00000145495/ENSG00000173692/ENSG00000105325/ENSG00000134982/ENSG00000173960/ENSG00000049167/ENSG00000128731/ENSG00000103035/ENSG00000062725/ENSG00000156463/ENSG00000100804/ENSG00000041357/ENSG00000166167/ENSG00000101193/ENSG00000087191/ENSG00000160445/ENSG00000094880","DTL/TRIB1/ERLIN1/FBXL19/UBE2C/ITCH/CDC20/MAN1A1/PLK1/FBXL2/RMND5A/RNF185/STYX/DCAF11/MTM1/CRBN/PBK/KCTD17/DNAJC10/FAM122A/KIF14/KLHL15/CSNK1E/RAD23B/ZYG11B/GCLC/EDEM1/KCTD13/DNAJB9/RNF144B/PSMD12/KLHDC2/RYBP/UBR3/CCNF/SYVN1/FOXF2/FBXL18/USP19/UBE2A/HECTD1/PSMD6/FBXL4/TMEM67/KCTD2/SIAH2/UBE2D3/FBXO31/CUL1/GIPC1/AURKA/RNF144A/CLU/MAP1A/CBFA2T3/SIRT6/KCTD10/FAM8A1/UBE2S/PRICKLE1/DESI1/UCHL1/ZFAND2A/SPSB2/UBE2K/FBXL3/CEBPA/SEC61B/PSMF1/AXIN1/DDA1/NFE2L2/FBXL16/DET1/DERL1/ERLIN2/NHLRC3/TRIP4/HSP90AB1/GID4/GSK3A/PSMB1/PSMA3/PARK7/UBXN8/ANAPC1/WWP1/PSMC2/UFL1/ZNRF2/NHLRC1/SMURF1/IL33/CSNK1D/KLHL42/AKT1/SHH/FBXO33/RNF103/WWTR1/SPOP/FBXW7/FBXO6/PML/AMFR/SEL1L/TMUB1/OS9/RNF217/RNF4/UBR2/TOPORS/HERPUD1/KBTBD7/SMURF2/STT3B/COMMD1/SIRT1/KLHDC1/DVL1/SUMO1/ARNTL/ANAPC16/UBE2G1/UBXN10/UBXN11/FEM1B/ARIH2/OGT/ASCC2/FBXL8/UBQLN1/ARAF/COP1/FEM1C/RNF34/PJA2/BBS7/SH3RF3/ANAPC4/NPLOC4/WWP2/NKD2/ANAPC10/UBQLN2/PSMB7/SIRT2/RHOBTB3/CALR/RBCK1/ZNRF1/ANAPC7/CDK2/RNF180/ATXN3/PLAA/CDC26/ANKIB1/PPP2R5C/CCAR2/TLK2/PPP2CB/FBXL5/DNAJB2/ANAPC2/CDC34/USP9X/CAV1/GLMN/EIF3H/SOCS5/UBE2J1/ANKZF1/KEAP1/SUMO2/SH3RF1/TRIM13/TMUB2/FEM1A/FBXW5/AKIRIN2/UBQLN4/PSMA5/VCP/PSMC3/UBXN4/SDCBP/PSMD10/FOXRED2/RNF121/MAEA/BIRC2/ZFAND2B/FBXO17/KBTBD6/UBXN7/UBE4B/GBA/CCDC47/BCAP31/SMARCC1/UBE4A/FBXO2/PSMB6/DAB2/RNF5/RNF126/KLHDC3/LTN1/PSMC1/HFE/CUL4A/APC2/CUL5/UBE2G2/PSMD2/KLHDC10/FBXO22/RCHY1/ANAPC11/RNF187/EDEM3/FBXO27/RACK1/PSMC6/TRIB2/UBXN1/TRIM25/PSMB2/FBXO38/KLHL20/ANAPC13/GNA12/RNF19B/AGAP3/PSMD3/FBXO9/STUB1/HSP90B1/FBXL17/FBXO3/DDIT3/AUP1/RBX1/AMN1/RNF19A/RNF216/CAMLG/FBXW11/HSPBP1/ZSWIM8/USP7/CD2AP/ADRM1/TRIM39/SKP2/USP5/RFFL/TRIM3/UBXN2B/FBXW8/UBE2B/TRIM38/XPO1/DDRGK1/BFAR/TAF1/TBL1X/UCHL5/CTNNB1/SKP1/ANKRD9/PELI1/SOCS4/NOP53/HSPA1B/FHIT/ECPAS/CHFR/CUL3/FBXL6/RAD23A/KLHL22/CDC16/SHARPIN/HSPA5/PSMD14/IFI27/PIAS1/PSMA7/UBE2J2/CLOCK/ZNF598/TRIM2/SIAH1/ASCC3/DMAC2/PCBP2/CDC27/CUL2/HSPA1A/MDM2/PSMB3/RPL11/TAF9/FBXO4/UBR1/SH3BGRL/TRPC4AP/WAC/UBE2H/FBXW4/JKAMP/SVIP/RNF14/MAPK9/PSMB4/HECTD3/TMEM129/FBXL15/PSMD4/SMAD7/PRKN/RMND5B/LRRK2/FBXL14/PSMA1/WDR26/UBE2W/FBXL12/USP14/ERLEC1/UBE3D/FBXO44/NEMF/TBL1XR1/WFS1/UFD1/SPOPL/SGTA/SPSB1/DERL2/TNFAIP1/PLK3/TRIP12/FAF2/PSEN1/PSMA6/CSNK1A1/PSMC4/CANX/NEDD4L/NSFL1C/ARRB2/DCAF12/FAF1/GSK3B/PSMD13/NUB1/DDB1/PHF20L1/KAT5/PSMD8/CLGN/ARIH1/ANAPC15/TRAF4/YOD1/ANAPC5/BAG5/FBXL20/AXIN2/ASB2/SELENOS/ARMC8/FBXL7/TRIB3/EDEM2/PSMD11/ARRB1/MAN1B1/RNF122/RHBDD2/ELOB/KCTD5/N4BP1/MTA1/BAG6/FBXO45/PCNP/MARCHF6/PSMD1/FZR1/APC/UBXN2A/ERCC8/HERC2/PSMD7/APPBP2/SH3RF2/PSMB5/PSMA4/BTRC/GID8/PSMC5/ZER1/CDC23","GO_BP"
"2","GO:0042254~ribosome biogenesis",285,"285/12222","295/18348",4.26608038115533e-38,1.37623753096071e-34,1.45033823419286,"ENSG00000120158/ENSG00000105793/ENSG00000113360/ENSG00000112159/ENSG00000135900/ENSG00000156697/ENSG00000169251/ENSG00000114166/ENSG00000197223/ENSG00000130119/ENSG00000198585/ENSG00000124228/ENSG00000156928/ENSG00000122034/ENSG00000143748/ENSG00000052749/ENSG00000150773/ENSG00000029639/ENSG00000242485/ENSG00000130305/ENSG00000150990/ENSG00000107833/ENSG00000108559/ENSG00000101361/ENSG00000100029/ENSG00000126524/ENSG00000119285/ENSG00000132341/ENSG00000127804/ENSG00000187531/ENSG00000143319/ENSG00000275700/ENSG00000073536/ENSG00000085721/ENSG00000135821/ENSG00000165733/ENSG00000134987/ENSG00000272047/ENSG00000177971/ENSG00000149716/ENSG00000124383/ENSG00000108592/ENSG00000113460/ENSG00000120800/ENSG00000148843/ENSG00000181163/ENSG00000171806/ENSG00000261236/ENSG00000117174/ENSG00000121274/ENSG00000102309/ENSG00000130826/ENSG00000162851/ENSG00000171861/ENSG00000007376/ENSG00000278053/ENSG00000253729/ENSG00000223705/ENSG00000172183/ENSG00000169519/ENSG00000112578/ENSG00000118246/ENSG00000107937/ENSG00000131653/ENSG00000101782/ENSG00000182810/ENSG00000141076/ENSG00000100865/ENSG00000105202/ENSG00000105372/ENSG00000132467/ENSG00000087269/ENSG00000141543/ENSG00000164167/ENSG00000164934/ENSG00000177954/ENSG00000055483/ENSG00000196678/ENSG00000089157/ENSG00000132275/ENSG00000111615/ENSG00000122085/ENSG00000198492/ENSG00000067533/ENSG00000141456/ENSG00000213553/ENSG00000164163/ENSG00000011260/ENSG00000227057/ENSG00000144736/ENSG00000083845/ENSG00000117597/ENSG00000178718/ENSG00000101546/ENSG00000155438/ENSG00000100138/ENSG00000171858/ENSG00000130810/ENSG00000147604/ENSG00000198242/ENSG00000179041/ENSG00000138326/ENSG00000124787/ENSG00000158526/ENSG00000122140/ENSG00000166133/ENSG00000083520/ENSG00000188917/ENSG00000135372/ENSG00000075914/ENSG00000141101/ENSG00000115368/ENSG00000088930/ENSG00000182899/ENSG00000223496/ENSG00000215301/ENSG00000142937/ENSG00000139842/ENSG00000167721/ENSG00000162408/ENSG00000055044/ENSG00000146223/ENSG00000135521/ENSG00000143303/ENSG00000129347/ENSG00000198000/ENSG00000155393/ENSG00000146909/ENSG00000132153/ENSG00000176731/ENSG00000168028/ENSG00000165699/ENSG00000125485/ENSG00000145912/ENSG00000197498/ENSG00000182774/ENSG00000185088/ENSG00000124784/ENSG00000122406/ENSG00000105193/ENSG00000278619/ENSG00000115268/ENSG00000132382/ENSG00000170854/ENSG00000135763/ENSG00000124541/ENSG00000158290/ENSG00000116922/ENSG00000089009/ENSG00000109536/ENSG00000170515/ENSG00000156469/ENSG00000101181/ENSG00000082898/ENSG00000119616/ENSG00000172809/ENSG00000171316/ENSG00000160256/ENSG00000137154/ENSG00000123737/ENSG00000077348/ENSG00000147403/ENSG00000136718/ENSG00000065268/ENSG00000131469/ENSG00000105373/ENSG00000143751/ENSG00000105671/ENSG00000171421/ENSG00000148688/ENSG00000100201/ENSG00000188976/ENSG00000058729/ENSG00000114767/ENSG00000185163/ENSG00000120314/ENSG00000082515/ENSG00000132591/ENSG00000108651/ENSG00000136045/ENSG00000137876/ENSG00000142676/ENSG00000164587/ENSG00000273611/ENSG00000181991/ENSG00000171311/ENSG00000182768/ENSG00000053372/ENSG00000138442/ENSG00000041802/ENSG00000089048/ENSG00000145414/ENSG00000126749/ENSG00000115761/ENSG00000084463/ENSG00000125445/ENSG00000188846/ENSG00000171824/ENSG00000109534/ENSG00000117419/ENSG00000165271/ENSG00000108561/ENSG00000117481/ENSG00000196943/ENSG00000189306/ENSG00000184967/ENSG00000242372/ENSG00000133316/ENSG00000145375/ENSG00000161970/ENSG00000147679/ENSG00000146109/ENSG00000048162/ENSG00000171103/ENSG00000104626/ENSG00000255561/ENSG00000182117/ENSG00000166197/ENSG00000065183/ENSG00000198498/ENSG00000132603/ENSG00000088205/ENSG00000198301/ENSG00000138382/ENSG00000007520/ENSG00000079246/ENSG00000104884/ENSG00000152464/ENSG00000165732/ENSG00000120699/ENSG00000130935/ENSG00000171863/ENSG00000136942/ENSG00000170889/ENSG00000105171/ENSG00000274349/ENSG00000172336/ENSG00000117395/ENSG00000173545/ENSG00000233927/ENSG00000179409/ENSG00000134697/ENSG00000071462/ENSG00000254858/ENSG00000135698/ENSG00000178105/ENSG00000173113/ENSG00000111845/ENSG00000105447/ENSG00000136271/ENSG00000117133/ENSG00000135828/ENSG00000198042/ENSG00000140598/ENSG00000129460/ENSG00000039123/ENSG00000164338/ENSG00000164346/ENSG00000067248/ENSG00000037241/ENSG00000148296/ENSG00000142207/ENSG00000086189/ENSG00000001497/ENSG00000107371/ENSG00000183520/ENSG00000163811/ENSG00000275464/ENSG00000118181/ENSG00000175467/ENSG00000148300/ENSG00000165792/ENSG00000182362/ENSG00000130713/ENSG00000171763/ENSG00000123064/ENSG00000101945/ENSG00000178694/ENSG00000168228/ENSG00000178896/ENSG00000183751/ENSG00000145220/ENSG00000151304/ENSG00000144895/ENSG00000104872","RCL1/GTPBP10/DROSHA/MDN1/MRPL44/UTP14A/NMD3/KAT2B/C1D/GNL3L/NUDT16/DDX27/MALSU1/GTF3A/NVL/RRP12/PIH1D2/TFB1M/MRPL20/NSUN5/DHX37/NPM3/NUP88/NOP56/PES1/SBDS/HEATR1/RAN/METTL16/SIRT7/ISG20L2/AATF/NLE1/RRN3/GLUL/BMS1/WDR36/GTF2H5/IMP3/LTO1/MPHOSPH10/FTSJ3/BRIX1/UTP20/PDCD11/NPM1/METTL18/BOP1/ZNHIT6/TENT4B/PIN4/DKC1/TFB2M/MRM3/RPUSD1/DDX52/PRKDC/NSUN5P1/ISG20/METTL15/BYSL/FASTKD2/GTPBP4/TRAF7/RIOK3/DDX28/UTP4/CINP/FBL/RPS19/UTP3/NOP14/EIF4A3/LSM6/DCAF13/RPS27/USP36/ERI2/RPLP0/RRP8/KRR1/MTERF4/YTHDF2/RRP15/PELP1/RPLP0P6/ABCE1/UTP18/WDR46/SHQ1/RPS5/UTP25/RPP25/RBFA/NIFK/SNU13/RPS21/PPAN/RPL7/RPL23A/RRS1/RPS24/RPP40/TSR2/MRPS2/RPUSD2/DIS3/TRMT2B/NAT10/EXOSC7/NOB1/WDR75/XRN2/RPL35A/EXOSC6/DDX3X/RPS8/CUL4A/TSR1/NOL9/NOP58/RPL7L1/LTV1/RRNAD1/KRI1/NOL8/HEATR3/NOM1/DHX30/RBIS/RPSA/TSC1/DDX31/NHP2/RPF2/RPS17/RPS27L/RIOK1/RPL5/RPS16/MRM1/RPS15/MYBBP1A/RIOX2/URB2/RRP36/CUL4B/C1orf109/RPL6/FRG1/PA2G4/MTERF3/MTG2/XPO1/FCF1/RPL38/CHD7/FAM207A/RPS6/EXOSC9/EXOSC5/RPL10/IMP4/WDR18/RPL27/NOP53/SDE2/DDX49/MRPL36/RPP30/DDX17/NOC2L/RIOK2/RRP9/DDX51/WDR55/MRPL22/ERAL1/UTP6/PWP1/RSL24D1/RPL11/RPS14/ZNHIT3/MRPS11/EXOSC1/NGRN/MRTO4/WDR12/LSG1/ESF1/NAF1/EMG1/NOL10/WBP11/MRPS7/RPL14/EXOSC10/GAR1/ERI3/NOL6/C1QBP/NSUN4/NOP9/RRP7A/NOC4L/EIF6/WDR74/SPATA5/RPL26/UTP23/ABT1/NOP16/TRMT61B/ERI1/FDXACB1/NOP10/NOLC1/WDR3/TMA16/NIP7/DDX18/SDAD1/METTL5/TSR3/XRCC5/ERCC2/RPP38/DDX21/EXOSC8/NOL11/RPS7/RPL35/RPS9/POP4/ZNF658/POP7/EBNA1BP2/ZNF622/RPS28/GEMIN4/GNL2/BUD23/MPV17L2/MPHOSPH6/DDX10/TRMT112/PAK1IP1/GRWD1/DDX56/RPF1/RNASEL/MAK16/EFL1/NGDN/MTREX/UTP15/NSA2/DHX29/RPL26L1/SURF6/URB1/DIMT1/LAS1L/EXOSC3/UTP11/WDR43/FP565260.1/RPS25/SART1/REXO4/METTL17/YBEY/EXOSC2/SPATA5L1/DDX54/SUV39H1/NSUN3/ZCCHC4/EXOSC4/TBL3/LYAR/SRFBP1/EIF2A/PIH1D1","GO_BP"
